# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	9996176	10000396	+	XP_002883361.1		XM_002883315.1	lipoxygenase		9319428	ARALYDRAFT_479752	2517	838	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10075394	10076134	-	XM_002885462.1		XP_002885508.1	predicted protein		9321574	ARALYDRAFT_342398	741	741	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10075394	10076134	-	XP_002885508.1		XM_002885462.1	hypothetical protein		9321574	ARALYDRAFT_342398	741	246	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10121103	10122995	-	XM_002885469.1		XP_002885515.1	cupin family protein		9319442	ARALYDRAFT_342406	1464	1464	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10121103	10122995	-	XP_002885515.1		XM_002885469.1	cupin family protein		9319442	ARALYDRAFT_342406	1464	487	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10127596	10129029	-	XM_002885470.1		XP_002885516.1	hypothetical protein		9321582	ARALYDRAFT_479780	1130	1130	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10127757	10128641	-	XP_002885516.1		XM_002885470.1	hypothetical protein		9321582	ARALYDRAFT_479780	885	294	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10185206	10188617	+	XM_002883331.1		XP_002883377.1	hypothetical protein		9319444	ARALYDRAFT_479789	2378	2378	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10185336	10188424	+	XP_002883377.1		XM_002883331.1	hypothetical protein		9319444	ARALYDRAFT_479789	2055	684	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10286510	10287077	+	XM_002883338.1		XP_002883384.1	RNA polymerase Rpb7 N-terminal domain-containing protein		9319451	ARALYDRAFT_898773	568	568	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10286532	10287056	+	XP_002883384.1		XM_002883338.1	RNA polymerase Rpb7 N-terminal domain-containing protein		9319451	ARALYDRAFT_898773	525	174	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10631126	10631822	+	XM_002883367.1		XP_002883413.1	ATERF1/ERF1		9321627	ARALYDRAFT_898836	697	697	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	10631146	10631802	+	XP_002883413.1		XM_002883367.1	ATERF1/ERF1		9321627	ARALYDRAFT_898836	657	218	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11300265	11304918	-	XM_002885565.1		XP_002885611.1	ABC1 family protein		9319545	ARALYDRAFT_479910	2620	2620	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11300460	11304855	-	XP_002885611.1		XM_002885565.1	ABC1 family protein		9319545	ARALYDRAFT_479910	2385	794	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11846006	11849639	-	XM_002885606.1		XP_002885652.1	ALDH2C4		9319591	ARALYDRAFT_479960	1627	1627	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11846110	11849609	-	XP_002885652.1		XM_002885606.1	ALDH2C4		9319591	ARALYDRAFT_479960	1506	501	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11964681	11966201	+	XM_002883489.1		XP_002883535.1	hypothetical protein		9321724	ARALYDRAFT_342623	1329	1329	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11964681	11966201	+	XP_002883535.1		XM_002883489.1	hypothetical protein		9321724	ARALYDRAFT_342623	1329	442	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11967122	11968270	+	XM_002883490.1		XP_002883536.1	hypothetical protein		9319603	ARALYDRAFT_899046	1149	1149	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	11967143	11968249	+	XP_002883536.1		XM_002883490.1	hypothetical protein		9319603	ARALYDRAFT_899046	1107	368	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12306050	12309255	+	XM_002883520.1		XP_002883566.1	hypothetical protein		9319633	ARALYDRAFT_480002	1919	1919	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12306089	12309020	+	XP_002883566.1		XM_002883520.1	hypothetical protein		9319633	ARALYDRAFT_480002	1752	583	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12312114	12321415	-	XM_002885630.1		XP_002885676.1	hypothetical protein		9319635	ARALYDRAFT_480005	6139	6139	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12312331	12321415	-	XP_002885676.1		XM_002885630.1	hypothetical protein		9319635	ARALYDRAFT_480005	5943	1980	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12452003	12453722	-	XM_002885637.1		XP_002885683.1	ER lumen protein retaining receptor family protein		9319643	ARALYDRAFT_899113	860	860	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12452023	12453701	-	XP_002885683.1		XM_002885637.1	ER lumen protein retaining receptor family protein		9319643	ARALYDRAFT_899113	819	272	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12487341	12489922	-	XM_002885640.1		XP_002885686.1	CYP82G1		9319644	ARALYDRAFT_899117	1588	1588	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12487361	12489902	-	XP_002885686.1		XM_002885640.1	CYP82G1		9319644	ARALYDRAFT_899117	1548	515	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12615367	12617356	+	XM_002883539.1		XP_002883585.1	CYP82G1		9319652	ARALYDRAFT_319208	1491	1491	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12615367	12617356	+	XP_002883585.1		XM_002883539.1	CYP82G1		9319652	ARALYDRAFT_319208	1491	496	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12636213	12638007	-	XM_002885648.1		XP_002885694.1	CYP82G1		9321760	ARALYDRAFT_319209	1548	1548	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	12636213	12638007	-	XP_002885694.1		XM_002885648.1	CYP82G1		9321760	ARALYDRAFT_319209	1548	515	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	14463756	14465559	-	XM_002885762.1		XP_002885808.1	hypothetical protein		9321874	ARALYDRAFT_899389	1459	1459	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	14463776	14465539	-	XP_002885808.1		XM_002885762.1	hypothetical protein		9321874	ARALYDRAFT_899389	1419	472	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	20454104	20456901	-	XM_002885944.1		XP_002885990.1	hypothetical protein		9319998	ARALYDRAFT_319534	1077	1077	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	20454104	20456901	-	XP_002885990.1		XM_002885944.1	hypothetical protein		9319998	ARALYDRAFT_319534	1077	358	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21046833	21049087	-	XM_002885995.1		XP_002886041.1	hypothetical protein		9322107	ARALYDRAFT_899938	1684	1684	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21046853	21049067	-	XP_002886041.1		XM_002885995.1	hypothetical protein		9322107	ARALYDRAFT_899938	1644	547	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21344502	21348890	-	XM_002886015.1		XP_002886061.1	ATTOC132/TOC132		9320078	ARALYDRAFT_480549	3873	3873	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21344888	21348448	-	XP_002886061.1		XM_002886015.1	ATTOC132/TOC132		9320078	ARALYDRAFT_480549	3561	1186	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21544436	21546818	-	XM_002886035.1		XP_002886081.1	pentatricopeptide repeat-containing protein		9322147	ARALYDRAFT_480566	2371	2371	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	21544547	21546778	-	XP_002886081.1		XM_002886035.1	pentatricopeptide repeat-containing protein		9322147	ARALYDRAFT_480566	2232	743	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22180837	22182802	+	XM_002884027.1		XP_002884073.1	AMP-dependent synthetase and ligase family protein		9322190	ARALYDRAFT_480657	1897	1897	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22180856	22182715	+	XP_002884073.1		XM_002884027.1	AMP-dependent synthetase and ligase family protein		9322190	ARALYDRAFT_480657	1791	596	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22411083	22412837	+	XM_002884052.1		XP_002884098.1	hypothetical protein		9320164	ARALYDRAFT_343424	1224	1224	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22411083	22412837	+	XP_002884098.1		XM_002884052.1	hypothetical protein		9320164	ARALYDRAFT_343424	1224	407	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22767311	22769140	+	XM_002884086.1		XP_002884132.1	hypothetical protein		9322236	ARALYDRAFT_319792	1137	1137	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22767311	22769140	+	XP_002884132.1		XM_002884086.1	hypothetical protein		9322236	ARALYDRAFT_319792	1137	378	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22920217	22922261	-	XM_002886138.1		XP_002886184.1	hypothetical protein		9320210	ARALYDRAFT_900246	641	641	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22920238	22922241	-	XP_002886184.1		XM_002886138.1	hypothetical protein		9320210	ARALYDRAFT_900246	600	199	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22944814	22946055	-	XM_002886142.1		XP_002886188.1	hypothetical protein		9320215	ARALYDRAFT_480768	1242	1242	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	22944814	22946055	-	XP_002886188.1		XM_002886142.1	hypothetical protein		9320215	ARALYDRAFT_480768	1242	413	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23322690	23325317	-	XM_002886178.1		XP_002886224.1	hypothetical protein		9320237	ARALYDRAFT_480804	2098	2098	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23322860	23324568	-	XP_002886224.1		XM_002886178.1	hypothetical protein		9320237	ARALYDRAFT_480804	1443	480	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23503156	23504936	+	XM_002884132.1		XP_002884178.1	transferase family protein		9322309	ARALYDRAFT_480825	1514	1514	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23503177	23504799	+	XP_002884178.1		XM_002884132.1	transferase family protein		9322309	ARALYDRAFT_480825	1356	451	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23706173	23711758	+	XM_002884144.1		XP_002884190.1	expressed protein		9322330	ARALYDRAFT_480852	1323	1323	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	23706181	23707414	+	XP_002884190.1		XM_002884144.1	expressed protein		9322330	ARALYDRAFT_480852	1203	400	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	24049368	24051311	+	XM_002884177.1		XP_002884223.1	hypothetical protein		9320289	ARALYDRAFT_480920	1445	1445	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302553.1	24049368	24051311	+	XP_002884223.1		XM_002884177.1	hypothetical protein		9320289	ARALYDRAFT_480920	1445	482	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	417187	419113	+	XM_002878515.1		XP_002878561.1	hypothetical protein		9316459	ARALYDRAFT_481030	974	974	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	417336	418848	+	XP_002878561.1		XM_002878515.1	hypothetical protein		9316459	ARALYDRAFT_481030	582	193	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	647054	648172	+	XM_002878538.1		XP_002878584.1	hypothetical protein		9316481	ARALYDRAFT_320045	1119	1119	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	647054	648172	+	XP_002878584.1		XM_002878538.1	hypothetical protein		9316481	ARALYDRAFT_320045	1119	372	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	907831	910399	+	XM_002878564.1		XP_002878610.1	CYP79B3		9314677	ARALYDRAFT_481097	1854	1854	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	907856	910186	+	XP_002878610.1		XM_002878564.1	CYP79B3		9314677	ARALYDRAFT_481097	1632	543	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1019434	1020899	-	XM_002880402.1		XP_002880448.1	hypothetical protein		9314688	ARALYDRAFT_481111	1413	1413	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1019692	1020633	-	XP_002880448.1		XM_002880402.1	hypothetical protein		9314688	ARALYDRAFT_481111	942	313	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1738951	1742211	+	XM_002878628.1		XP_002878674.1	hypothetical protein		9314741	ARALYDRAFT_343887	2466	2466	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1738951	1742211	+	XP_002878674.1		XM_002878628.1	hypothetical protein		9314741	ARALYDRAFT_343887	2466	821	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1804390	1807229	+	XM_002878634.1		XP_002878680.1	PAB4 binding protein 4		9316561	ARALYDRAFT_900816	2014	2014	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	1804416	1807209	+	XP_002878680.1		XM_002878634.1	PAB4 binding protein 4		9316561	ARALYDRAFT_900816	1968	655	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	2323068	2325203	-	XM_002880497.1		XP_002880543.1	hypothetical protein		9314784	ARALYDRAFT_320214	1818	1818	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	2323068	2325203	-	XP_002880543.1		XM_002880497.1	hypothetical protein		9314784	ARALYDRAFT_320214	1818	605	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	2978143	2978965	-	XM_002880548.1		XP_002880594.1	predicted protein		9314836	ARALYDRAFT_901001	823	823	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	2978163	2978942	-	XP_002880594.1		XM_002880548.1	hypothetical protein		9314836	ARALYDRAFT_901001	780	259	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	3238178	3239576	-	XM_002880572.1		XP_002880618.1	60S ribosomal protein L4/L1		9316685	ARALYDRAFT_320281	1185	1185	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	3238178	3239576	-	XP_002880618.1		XM_002880572.1	60S ribosomal protein L4/L1		9316685	ARALYDRAFT_320281	1185	394	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	3806669	3807324	-	XM_002880610.1		XP_002880656.1	predicted protein		9316723	ARALYDRAFT_344113	564	564	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	3806669	3807324	-	XP_002880656.1		XM_002880610.1	hypothetical protein		9316723	ARALYDRAFT_344113	564	187	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	4981670	4985227	+	XM_002878841.1		XP_002878887.1	hypothetical protein		9314954	ARALYDRAFT_901241	2923	2923	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	4981690	4985207	+	XP_002878887.1		XM_002878841.1	hypothetical protein		9314954	ARALYDRAFT_901241	2883	960	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	9850006	9851576	+	XM_002878948.1		XP_002878994.1	hypothetical protein		9316881	ARALYDRAFT_901443	1571	1571	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	9850027	9851556	+	XP_002878994.1		XM_002878948.1	hypothetical protein		9316881	ARALYDRAFT_901443	1530	509	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	10311324	10313154	+	XM_002878967.1		XP_002879013.1	hypothetical protein		9315080	ARALYDRAFT_901487	1420	1420	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	10311344	10313131	+	XP_002879013.1		XM_002878967.1	hypothetical protein		9315080	ARALYDRAFT_901487	1377	458	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	10354133	10356860	-	XM_002880796.1		XP_002880842.1	phosphoesterase family protein		9316909	ARALYDRAFT_481562	1621	1621	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	10354231	10356850	-	XP_002880842.1		XM_002880796.1	phosphoesterase family protein		9316909	ARALYDRAFT_481562	1545	514	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	11308063	11315131	+	XM_002879029.1		XP_002879075.1	kelch repeat-containing serine/threonine phosphoesterase family protein		9315142	ARALYDRAFT_481616	3670	3670	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	11308321	11314629	+	XP_002879075.1		XM_002879029.1	kelch repeat-containing serine/threonine phosphoesterase family protein		9315142	ARALYDRAFT_481616	3009	1002	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	12842691	12844027	+	XM_002879124.1		XP_002879170.1	hypothetical protein		9315237	ARALYDRAFT_481772	896	896	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	12842729	12843898	+	XP_002879170.1		XM_002879124.1	hypothetical protein		9315237	ARALYDRAFT_481772	729	242	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	12864197	12864867	+	XM_002879128.1		XP_002879174.1	hypothetical protein		9315241	ARALYDRAFT_481776	544	544	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	12864302	12864682	+	XP_002879174.1		XM_002879128.1	hypothetical protein		9315241	ARALYDRAFT_481776	294	97	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13566447	13567406	-	XM_002881004.1		XP_002881050.1	glutathione-s-transferase 3		9317117	ARALYDRAFT_901907	715	715	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13566467	13567386	-	XP_002881050.1		XM_002881004.1	glutathione-s-transferase 3		9317117	ARALYDRAFT_901907	675	224	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13704856	13708072	+	XM_002879182.1		XP_002879228.1	hypothetical protein		9315295	ARALYDRAFT_481885	2078	2078	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13704884	13707853	+	XP_002879228.1		XM_002879182.1	hypothetical protein		9315295	ARALYDRAFT_481885	1869	622	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13962054	13971668	+	XM_002879203.1		XP_002879249.1	ubiquitin family protein		9317152	ARALYDRAFT_901986	2743	2743	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	13962074	13971648	+	XP_002879249.1		XM_002879203.1	ubiquitin family protein		9317152	ARALYDRAFT_901986	2703	900	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14009686	14011082	-	XM_002881041.1		XP_002881087.1	transcription factor		9317154	ARALYDRAFT_481922	1165	1165	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14010511	14011041	-	XP_002881087.1		XM_002881041.1	transcription factor		9317154	ARALYDRAFT_481922	531	176	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14806890	14810760	+	XM_002879270.1		XP_002879316.1	predicted protein		9315383	ARALYDRAFT_668866	2163	2163	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14806890	14810760	+	XP_002879316.1		XM_002879270.1	hypothetical protein		9315383	ARALYDRAFT_668866	2163	720	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14931078	14938412	-	XM_002881140.1		XP_002881186.1	hypothetical protein		9317253	ARALYDRAFT_902198	3241	3241	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	14931098	14938392	-	XP_002881186.1		XM_002881140.1	hypothetical protein		9317253	ARALYDRAFT_902198	3201	1066	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	15247302	15250457	+	XM_002879330.1		XP_002879376.1	CTP:phosphocholine cytidylyltransferase		9317286	ARALYDRAFT_482154	1526	1526	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302552.1	15247427	15250052	+	XP_002879376.1		XM_002879330.1	CTP:phosphocholine cytidylyltransferase		9317286	ARALYDRAFT_482154	996	331	
